"preditor","predicao_xgboost","predicao_rsf","prob_teorica"
1,NA,0.55656808549505,0.5138367
1,NA,0.55656808549505,0.5138367
0,NA,0.662782602634324,0.6011338
1,0.98370498418808,0.55656808549505,0.5138367
1,NA,0.55656808549505,0.5138367
0,NA,0.662782602634324,0.6011338
0,NA,0.662782602634324,0.6011338
1,0.98370498418808,0.55656808549505,0.5138367
0,NA,0.662782602634324,0.6011338
0,NA,0.662782602634324,0.6011338
1,0.98370498418808,0.55656808549505,0.5138367
1,0.98370498418808,0.55656808549505,0.5138367
1,0.98370498418808,0.55656808549505,0.5138367
1,NA,0.55656808549505,0.5138367
0,0.98370498418808,0.662782602634324,0.6011338
1,0.98370498418808,0.55656808549505,0.5138367
1,NA,0.55656808549505,0.5138367
1,NA,0.55656808549505,0.5138367
1,NA,0.55656808549505,0.5138367
1,0.98370498418808,0.55656808549505,0.5138367
0,NA,0.662782602634324,0.6011338
1,NA,0.55656808549505,0.5138367
1,NA,0.55656808549505,0.5138367
1,NA,0.55656808549505,0.5138367
1,NA,0.55656808549505,0.5138367
0,NA,0.662782602634324,0.6011338
1,0.98370498418808,0.55656808549505,0.5138367
1,NA,0.55656808549505,0.5138367
0,NA,0.662782602634324,0.6011338
1,NA,0.55656808549505,0.5138367
1,NA,0.55656808549505,0.5138367
0,0.98370498418808,0.662782602634324,0.6011338
1,NA,0.55656808549505,0.5138367
0,0.98370498418808,0.662782602634324,0.6011338
0,NA,0.662782602634324,0.6011338
1,NA,0.55656808549505,0.5138367
0,0.98370498418808,0.662782602634324,0.6011338
1,NA,0.55656808549505,0.5138367
1,NA,0.55656808549505,0.5138367
1,NA,0.55656808549505,0.5138367
1,NA,0.55656808549505,0.5138367
1,NA,0.55656808549505,0.5138367
1,NA,0.55656808549505,0.5138367
1,NA,0.55656808549505,0.5138367
1,NA,0.55656808549505,0.5138367
1,NA,0.55656808549505,0.5138367
1,NA,0.55656808549505,0.5138367
0,0.98370498418808,0.662782602634324,0.6011338
1,0.98370498418808,0.55656808549505,0.5138367
1,NA,0.55656808549505,0.5138367
0,0.98370498418808,0.662782602634324,0.6011338
1,0.98370498418808,0.55656808549505,0.5138367
1,NA,0.55656808549505,0.5138367
1,0.98370498418808,0.55656808549505,0.5138367
1,NA,0.55656808549505,0.5138367
1,0.98370498418808,0.55656808549505,0.5138367
0,NA,0.662782602634324,0.6011338
1,NA,0.55656808549505,0.5138367
1,NA,0.55656808549505,0.5138367
1,0.98370498418808,0.55656808549505,0.5138367
1,0.98370498418808,0.55656808549505,0.5138367
1,NA,0.55656808549505,0.5138367
1,NA,0.55656808549505,0.5138367
1,0.98370498418808,0.55656808549505,0.5138367
1,0.98370498418808,0.55656808549505,0.5138367
1,NA,0.55656808549505,0.5138367
0,NA,0.662782602634324,0.6011338
1,NA,0.55656808549505,0.5138367
1,NA,0.55656808549505,0.5138367
0,0.98370498418808,0.662782602634324,0.6011338
0,0.98370498418808,0.662782602634324,0.6011338
0,NA,0.662782602634324,0.6011338
0,NA,0.662782602634324,0.6011338
1,NA,0.55656808549505,0.5138367
1,0.98370498418808,0.55656808549505,0.5138367
1,NA,0.55656808549505,0.5138367
1,NA,0.55656808549505,0.5138367
0,0.98370498418808,0.662782602634324,0.6011338
0,0.98370498418808,0.662782602634324,0.6011338
1,NA,0.55656808549505,0.5138367
1,NA,0.55656808549505,0.5138367
0,0.98370498418808,0.662782602634324,0.6011338
1,NA,0.55656808549505,0.5138367
0,NA,0.662782602634324,0.6011338
1,NA,0.55656808549505,0.5138367
1,NA,0.55656808549505,0.5138367
1,0.98370498418808,0.55656808549505,0.5138367
0,0.98370498418808,0.662782602634324,0.6011338
1,NA,0.55656808549505,0.5138367
1,NA,0.55656808549505,0.5138367
1,NA,0.55656808549505,0.5138367
0,0.98370498418808,0.662782602634324,0.6011338
1,NA,0.55656808549505,0.5138367
1,NA,0.55656808549505,0.5138367
1,NA,0.55656808549505,0.5138367
0,NA,0.662782602634324,0.6011338
1,NA,0.55656808549505,0.5138367
1,NA,0.55656808549505,0.5138367
0,NA,0.662782602634324,0.6011338
0,NA,0.662782602634324,0.6011338
1,NA,0.55656808549505,0.5138367
1,NA,0.55656808549505,0.5138367
1,NA,0.55656808549505,0.5138367
1,NA,0.55656808549505,0.5138367
1,0.98370498418808,0.55656808549505,0.5138367
1,0.98370498418808,0.55656808549505,0.5138367
1,NA,0.55656808549505,0.5138367
1,NA,0.55656808549505,0.5138367
0,NA,0.662782602634324,0.6011338
0,NA,0.662782602634324,0.6011338
1,NA,0.55656808549505,0.5138367
1,NA,0.55656808549505,0.5138367
1,NA,0.55656808549505,0.5138367
0,NA,0.662782602634324,0.6011338
1,NA,0.55656808549505,0.5138367
1,0.98370498418808,0.55656808549505,0.5138367
0,NA,0.662782602634324,0.6011338
1,NA,0.55656808549505,0.5138367
1,NA,0.55656808549505,0.5138367
1,0.98370498418808,0.55656808549505,0.5138367
1,0.98370498418808,0.55656808549505,0.5138367
1,NA,0.55656808549505,0.5138367
1,0.98370498418808,0.55656808549505,0.5138367
0,NA,0.662782602634324,0.6011338
1,0.98370498418808,0.55656808549505,0.5138367
0,NA,0.662782602634324,0.6011338
0,NA,0.662782602634324,0.6011338
0,0.98370498418808,0.662782602634324,0.6011338
1,0.98370498418808,0.55656808549505,0.5138367
1,NA,0.55656808549505,0.5138367
1,NA,0.55656808549505,0.5138367
0,0.98370498418808,0.662782602634324,0.6011338
1,NA,0.55656808549505,0.5138367
1,NA,0.55656808549505,0.5138367
0,NA,0.662782602634324,0.6011338
1,NA,0.55656808549505,0.5138367
1,0.98370498418808,0.55656808549505,0.5138367
1,0.98370498418808,0.55656808549505,0.5138367
1,NA,0.55656808549505,0.5138367
1,NA,0.55656808549505,0.5138367
1,0.98370498418808,0.55656808549505,0.5138367
0,NA,0.662782602634324,0.6011338
1,NA,0.55656808549505,0.5138367
1,NA,0.55656808549505,0.5138367
1,0.98370498418808,0.55656808549505,0.5138367
1,0.98370498418808,0.55656808549505,0.5138367
1,NA,0.55656808549505,0.5138367
0,NA,0.662782602634324,0.6011338
1,NA,0.55656808549505,0.5138367
1,NA,0.55656808549505,0.5138367
1,NA,0.663373693604407,0.5138367
1,NA,0.663373693604407,0.5138367
1,NA,0.663373693604407,0.5138367
1,NA,0.663373693604407,0.5138367
1,NA,0.663373693604407,0.5138367
1,NA,0.663373693604407,0.5138367
1,0.983049511909485,0.663373693604407,0.5138367
1,NA,0.663373693604407,0.5138367
1,0.983049511909485,0.663373693604407,0.5138367
1,0.983049511909485,0.663373693604407,0.5138367
1,0.983049511909485,0.663373693604407,0.5138367
0,0.983049511909485,0.601834148762327,0.6011338
1,0.983049511909485,0.663373693604407,0.5138367
1,0.983049511909485,0.663373693604407,0.5138367
1,0.983049511909485,0.663373693604407,0.5138367
0,NA,0.601834148762327,0.6011338
1,0.983049511909485,0.663373693604407,0.5138367
0,NA,0.601834148762327,0.6011338
1,0.983049511909485,0.663373693604407,0.5138367
1,NA,0.663373693604407,0.5138367
1,NA,0.663373693604407,0.5138367
1,0.983049511909485,0.663373693604407,0.5138367
1,NA,0.663373693604407,0.5138367
0,NA,0.601834148762327,0.6011338
1,NA,0.663373693604407,0.5138367
0,0.983049511909485,0.601834148762327,0.6011338
0,NA,0.601834148762327,0.6011338
1,NA,0.663373693604407,0.5138367
1,NA,0.663373693604407,0.5138367
1,NA,0.663373693604407,0.5138367
1,NA,0.663373693604407,0.5138367
1,NA,0.663373693604407,0.5138367
0,NA,0.601834148762327,0.6011338
0,NA,0.601834148762327,0.6011338
1,NA,0.663373693604407,0.5138367
1,NA,0.663373693604407,0.5138367
1,NA,0.663373693604407,0.5138367
0,NA,0.601834148762327,0.6011338
1,NA,0.663373693604407,0.5138367
0,NA,0.601834148762327,0.6011338
1,0.983049511909485,0.663373693604407,0.5138367
1,0.983049511909485,0.663373693604407,0.5138367
1,NA,0.663373693604407,0.5138367
1,NA,0.663373693604407,0.5138367
0,NA,0.601834148762327,0.6011338
1,NA,0.663373693604407,0.5138367
0,0.983049511909485,0.601834148762327,0.6011338
1,NA,0.663373693604407,0.5138367
1,NA,0.663373693604407,0.5138367
1,NA,0.663373693604407,0.5138367
0,NA,0.601834148762327,0.6011338
0,NA,0.601834148762327,0.6011338
1,NA,0.663373693604407,0.5138367
0,NA,0.601834148762327,0.6011338
1,NA,0.663373693604407,0.5138367
0,NA,0.601834148762327,0.6011338
0,NA,0.601834148762327,0.6011338
1,0.983049511909485,0.663373693604407,0.5138367
1,0.983049511909485,0.663373693604407,0.5138367
1,NA,0.663373693604407,0.5138367
1,NA,0.663373693604407,0.5138367
1,0.983049511909485,0.663373693604407,0.5138367
0,NA,0.601834148762327,0.6011338
1,NA,0.663373693604407,0.5138367
1,0.983049511909485,0.663373693604407,0.5138367
1,NA,0.663373693604407,0.5138367
1,NA,0.663373693604407,0.5138367
1,NA,0.663373693604407,0.5138367
1,NA,0.663373693604407,0.5138367
0,NA,0.601834148762327,0.6011338
1,NA,0.663373693604407,0.5138367
1,NA,0.663373693604407,0.5138367
1,NA,0.663373693604407,0.5138367
1,NA,0.663373693604407,0.5138367
1,NA,0.663373693604407,0.5138367
1,NA,0.663373693604407,0.5138367
1,0.983049511909485,0.663373693604407,0.5138367
0,NA,0.601834148762327,0.6011338
1,0.983049511909485,0.663373693604407,0.5138367
0,NA,0.601834148762327,0.6011338
1,NA,0.663373693604407,0.5138367
1,0.983049511909485,0.663373693604407,0.5138367
1,NA,0.663373693604407,0.5138367
1,0.983049511909485,0.663373693604407,0.5138367
1,0.983049511909485,0.663373693604407,0.5138367
0,NA,0.601834148762327,0.6011338
1,NA,0.663373693604407,0.5138367
1,NA,0.663373693604407,0.5138367
1,NA,0.663373693604407,0.5138367
0,NA,0.601834148762327,0.6011338
1,NA,0.663373693604407,0.5138367
1,NA,0.663373693604407,0.5138367
1,NA,0.663373693604407,0.5138367
