"preditor","predicao_xgboost","predicao_rsf","prob_teorica"
0,0.63728404045105,0.689041979642034,0.714691441186324
0,0.63728404045105,0.689041979642034,0.714691441186324
1,0.63728404045105,0.682985572267949,0.677600581416428
1,0.63728404045105,0.682985572267949,0.677600581416428
1,0.63728404045105,0.682985572267949,0.677600581416428
0,0.63728404045105,0.689041979642034,0.714691441186324
1,0.63728404045105,0.682985572267949,0.677600581416428
1,0.63728404045105,0.682985572267949,0.677600581416428
1,0.63728404045105,0.682985572267949,0.677600581416428
0,0.63728404045105,0.689041979642034,0.714691441186324
0,0.63728404045105,0.689041979642034,0.714691441186324
1,0.63728404045105,0.682985572267949,0.677600581416428
1,0.63728404045105,0.682985572267949,0.677600581416428
0,0.63728404045105,0.689041979642034,0.714691441186324
1,0.63728404045105,0.682985572267949,0.677600581416428
1,0.63728404045105,0.682985572267949,0.677600581416428
0,0.63728404045105,0.689041979642034,0.714691441186324
1,0.63728404045105,0.682985572267949,0.677600581416428
1,NA,0.682985572267949,0.677600581416428
0,0.63728404045105,0.689041979642034,0.714691441186324
0,0.63728404045105,0.689041979642034,0.714691441186324
0,0.63728404045105,0.689041979642034,0.714691441186324
1,0.63728404045105,0.682985572267949,0.677600581416428
1,0.63728404045105,0.682985572267949,0.677600581416428
0,NA,0.689041979642034,0.714691441186324
1,NA,0.682985572267949,0.677600581416428
1,NA,0.682985572267949,0.677600581416428
1,0.63728404045105,0.682985572267949,0.677600581416428
0,0.63728404045105,0.689041979642034,0.714691441186324
0,0.63728404045105,0.689041979642034,0.714691441186324
1,0.63728404045105,0.682985572267949,0.677600581416428
1,0.63728404045105,0.682985572267949,0.677600581416428
0,NA,0.689041979642034,0.714691441186324
0,0.63728404045105,0.689041979642034,0.714691441186324
1,0.63728404045105,0.682985572267949,0.677600581416428
1,0.63728404045105,0.682985572267949,0.677600581416428
1,0.63728404045105,0.682985572267949,0.677600581416428
1,0.63728404045105,0.682985572267949,0.677600581416428
0,0.63728404045105,0.689041979642034,0.714691441186324
1,0.63728404045105,0.682985572267949,0.677600581416428
0,0.63728404045105,0.689041979642034,0.714691441186324
1,0.63728404045105,0.682985572267949,0.677600581416428
1,0.63728404045105,0.682985572267949,0.677600581416428
1,0.63728404045105,0.682985572267949,0.677600581416428
1,0.63728404045105,0.682985572267949,0.677600581416428
1,0.63728404045105,0.682985572267949,0.677600581416428
1,0.63728404045105,0.682985572267949,0.677600581416428
1,0.63728404045105,0.682985572267949,0.677600581416428
1,0.63728404045105,0.682985572267949,0.677600581416428
1,0.63728404045105,0.682985572267949,0.677600581416428
0,0.63728404045105,0.689041979642034,0.714691441186324
1,0.63728404045105,0.682985572267949,0.677600581416428
1,0.63728404045105,0.682985572267949,0.677600581416428
1,0.63728404045105,0.682985572267949,0.677600581416428
0,0.63728404045105,0.689041979642034,0.714691441186324
0,0.63728404045105,0.689041979642034,0.714691441186324
0,NA,0.689041979642034,0.714691441186324
1,0.63728404045105,0.682985572267949,0.677600581416428
1,0.63728404045105,0.682985572267949,0.677600581416428
1,0.63728404045105,0.682985572267949,0.677600581416428
1,0.63728404045105,0.682985572267949,0.677600581416428
0,0.63728404045105,0.689041979642034,0.714691441186324
1,0.63728404045105,0.682985572267949,0.677600581416428
0,0.63728404045105,0.689041979642034,0.714691441186324
1,0.63728404045105,0.682985572267949,0.677600581416428
1,0.63728404045105,0.682985572267949,0.677600581416428
1,0.63728404045105,0.682985572267949,0.677600581416428
1,0.63728404045105,0.682985572267949,0.677600581416428
1,0.63728404045105,0.682985572267949,0.677600581416428
0,0.63728404045105,0.689041979642034,0.714691441186324
1,0.63728404045105,0.682985572267949,0.677600581416428
1,0.63728404045105,0.682985572267949,0.677600581416428
0,0.63728404045105,0.689041979642034,0.714691441186324
1,0.63728404045105,0.682985572267949,0.677600581416428
0,0.63728404045105,0.689041979642034,0.714691441186324
0,0.63728404045105,0.689041979642034,0.714691441186324
1,0.63728404045105,0.682985572267949,0.677600581416428
1,0.63728404045105,0.682985572267949,0.677600581416428
1,0.63728404045105,0.682985572267949,0.677600581416428
1,0.63728404045105,0.682985572267949,0.677600581416428
1,0.63728404045105,0.682985572267949,0.677600581416428
1,0.63728404045105,0.682985572267949,0.677600581416428
1,0.63728404045105,0.682985572267949,0.677600581416428
1,0.63728404045105,0.682985572267949,0.677600581416428
1,0.63728404045105,0.682985572267949,0.677600581416428
1,NA,0.682985572267949,0.677600581416428
1,0.63728404045105,0.682985572267949,0.677600581416428
0,0.63728404045105,0.689041979642034,0.714691441186324
0,0.63728404045105,0.689041979642034,0.714691441186324
1,0.63728404045105,0.682985572267949,0.677600581416428
1,0.63728404045105,0.682985572267949,0.677600581416428
0,0.63728404045105,0.689041979642034,0.714691441186324
1,0.63728404045105,0.682985572267949,0.677600581416428
1,0.63728404045105,0.682985572267949,0.677600581416428
0,0.63728404045105,0.689041979642034,0.714691441186324
1,0.63728404045105,0.682985572267949,0.677600581416428
1,0.63728404045105,0.682985572267949,0.677600581416428
1,0.63728404045105,0.682985572267949,0.677600581416428
1,0.63728404045105,0.682985572267949,0.677600581416428
1,0.63728404045105,0.682985572267949,0.677600581416428
0,0.63728404045105,0.689041979642034,0.714691441186324
0,0.63728404045105,0.689041979642034,0.714691441186324
1,NA,0.682985572267949,0.677600581416428
1,0.63728404045105,0.682985572267949,0.677600581416428
0,0.63728404045105,0.689041979642034,0.714691441186324
0,0.63728404045105,0.689041979642034,0.714691441186324
1,0.63728404045105,0.682985572267949,0.677600581416428
0,0.63728404045105,0.689041979642034,0.714691441186324
1,NA,0.682985572267949,0.677600581416428
1,NA,0.682985572267949,0.677600581416428
0,0.63728404045105,0.689041979642034,0.714691441186324
1,0.63728404045105,0.682985572267949,0.677600581416428
0,0.63728404045105,0.689041979642034,0.714691441186324
1,0.63728404045105,0.682985572267949,0.677600581416428
1,0.63728404045105,0.682985572267949,0.677600581416428
1,0.63728404045105,0.682985572267949,0.677600581416428
1,0.63728404045105,0.682985572267949,0.677600581416428
1,0.63728404045105,0.682985572267949,0.677600581416428
1,0.63728404045105,0.682985572267949,0.677600581416428
0,0.63728404045105,0.689041979642034,0.714691441186324
1,0.63728404045105,0.682985572267949,0.677600581416428
1,0.63728404045105,0.682985572267949,0.677600581416428
1,0.63728404045105,0.682985572267949,0.677600581416428
1,0.63728404045105,0.682985572267949,0.677600581416428
0,0.63728404045105,0.689041979642034,0.714691441186324
1,0.63728404045105,0.682985572267949,0.677600581416428
